,artist,title,url,gender,division,medium,colors,dated,century,culture,description
5210,Anton von Maron,Archibald Menzies,https://www.harvardartmuseums.org/collections/object/223527,unknown,European and American Art,Oil on canvas,"Brown, Grey, Red, Brown, Yellow, Brown, Brown, Brown, Orange, Green",1763,18th century,Austrian,
5211,Karl Schmidt-Rottluff,Still Life,https://www.harvardartmuseums.org/collections/object/223725,male,Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Blue, Blue, Blue, Orange, Orange, Orange, Grey, White",1913,20th century,German,
5212,Alexei von Jawlensky,Head of a Woman,https://www.harvardartmuseums.org/collections/object/225206,male,Modern and Contemporary Art,Oil on cardboard,"Grey, Brown, Brown, Grey, Green, Blue, Green, Blue, Red, Orange",c. 1911,20th century,German,"There is a painting of seated woman on the verso of  ""Head of a Woman."" According to the catalogue raisonne, this overpainted image on the verso dates to c. 1908-09."
5213,Sewell Sillman,Abstraction,https://www.harvardartmuseums.org/collections/object/225490,male,Modern and Contemporary Art,Oil on masonite,"Green, Red, Yellow, Brown, Orange, Brown, Grey, Brown, Yellow, Brown",20th century,20th century,American,
5214,Jane Slater Marquis,White on Black,https://www.harvardartmuseums.org/collections/object/225519,unknown,Modern and Contemporary Art,Oil on paper,"Black, Black",20th century,20th century,American,
5215,Joan Stack,Fish,https://www.harvardartmuseums.org/collections/object/225520,unknown,Modern and Contemporary Art,,"Green, Green, Black, Brown, Green, Grey, Blue, Green, Red, Brown",20th century,20th century,American,
5216,Arthur Kampf,Portrait of Hugo Reisinger,https://www.harvardartmuseums.org/collections/object/226112,unknown,European and American Art,Oil on canvas,"Brown, Brown, Brown, Yellow, Orange, Brown, Brown, Brown, Green, Yellow",1910,20th century,German,
5217,Maud Morgan,"Homage to Martin Luther King, Jr.",https://www.harvardartmuseums.org/collections/object/226154,female,Modern and Contemporary Art,Oil on canvas,"Green, Grey, Red, Grey, Brown, Blue, Grey",1968,20th century,American,
5218,Peter Paul Rubens,Saint Peter,https://www.harvardartmuseums.org/collections/object/226173,male,European and American Art,Oil on panel,"Black, Black, Brown, Red, Brown, Orange, Orange, Brown, Brown, Yellow",c. 1615,17th century,Flemish,
5219,William Valentine Schevill,Portrait of Adolphus Busch,https://www.harvardartmuseums.org/collections/object/226264,unknown,European and American Art,Oil on canvas,"Grey, Grey, Black, Grey, Grey, Grey, Grey, White",20th century,20th century,American,
5220,Juan Gris,Le Pierrot au Rideau,https://www.harvardartmuseums.org/collections/object/226295,male,Modern and Contemporary Art,Oil on canvas,"Orange, Yellow, Violet, Red, Brown, Black, Green, Brown, Black",c. 1924,20th century,Spanish,
5221,Rollin Crampton,No. 8,https://www.harvardartmuseums.org/collections/object/226297,unknown,Modern and Contemporary Art,Gouache or acrylic emulsion on textured mill-board (probably beaverboard),"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Black, White",1952,20th century,American,
5222,Earl Kerkam,Head No. 24,https://www.harvardartmuseums.org/collections/object/226302,male,Modern and Contemporary Art,Oil on board,"Red, Grey, Blue, Green, Brown, Blue, Blue, Black, Blue, Brown",c. 1956,20th century,American,
5223,Denman Waldo Ross,Basil Parker,https://www.harvardartmuseums.org/collections/object/226422,male,European and American Art,Oil on canvas,"Grey, Grey, Grey, Orange, Grey, Red",19th-20th century,19th-20th century,American,
5224,Denman Waldo Ross,Edward Kenny,https://www.harvardartmuseums.org/collections/object/226427,male,European and American Art,Oil on canvas,"Grey, Brown, Red, Grey, Brown, Yellow, Grey",19th-20th century,19th-20th century,American,
5225,Rebecca Salsbury Strand James,Paul,https://www.harvardartmuseums.org/collections/object/226428,female,Modern and Contemporary Art,Oil on glass,"Grey, Grey, Green, Green, Grey, Grey, Grey, Grey, Grey, Grey",1934,20th century,American,
5226,"Anne Susan Zileri, John Singer Sargent","John Singer Sargent's Dining Room, 31 Tite Street, Chelsea",https://www.harvardartmuseums.org/collections/object/226440,"female, male",European and American Art,Oil on canvas,"Grey, Yellow, Green, Green, Red, Red, Red",19th-20th century,19th-20th century,British,
5227,Lewis W. Rubenstein,"Oil sketch for the mural ""Ragnarok""",https://www.harvardartmuseums.org/collections/object/226474,male,Modern and Contemporary Art,Oil on canvas,,1936,20th century,American,
5228,Félix François Georges Philibert Ziem,"View of the Lagoon, Venice",https://www.harvardartmuseums.org/collections/object/226698,male,European and American Art,Oil on panel,"Grey, Grey, Grey, Grey, Grey, White, Grey, Grey, Grey",19th-20th century,19th-20th century,French,
5229,John Singer Sargent,"Study for ""History,"" Museum of Fine Arts, Boston",https://www.harvardartmuseums.org/collections/object/226699,male,European and American Art,Oil on canvas,"Yellow, Yellow, Yellow, Green, Brown, Brown, Green, Yellow, Orange",1916 - 1921,20th century,American,"See related Fogg Art Museum drawings: 1931.166, 1931.167, 1929.299."
5230,Denman Waldo Ross,Portrait of a Boy with a Brass Pot,https://www.harvardartmuseums.org/collections/object/226792,male,European and American Art,Oil on canvas,"Brown, Orange, Violet, Orange, Grey, Brown, Grey, Grey, Violet, Brown",19th-20th century,19th-20th century,American,
5231,Denman Waldo Ross,Portrait of a Young Man in White Undershirt,https://www.harvardartmuseums.org/collections/object/226801,male,European and American Art,Oil on canvas,"Violet, Orange, Violet, Grey, Grey, Violet, Grey, Red",19th-20th century,19th-20th century,American,
5232,Pat Lipsky,George,https://www.harvardartmuseums.org/collections/object/226872,female,Modern and Contemporary Art,Acrylic paint on canvas,"Brown, Green, Violet, Brown, Orange, Blue, Green, Violet, Blue, Green",1969,20th century,American,
5233,"Pieter Mulier the Younger, called Tempesta",A Pastoral Landscape,https://www.harvardartmuseums.org/collections/object/226886,unknown,European and American Art,"Oil on canvas, mounted on aluminum","Grey, Grey, Grey, Grey, White, Grey, Grey, Black",17th-18th century,17th-18th century,Dutch,
5234,Denman Waldo Ross,Portrait of a Seated Young Man,https://www.harvardartmuseums.org/collections/object/226897,male,European and American Art,Oil on canvas,"Brown, Red, Brown, Brown, Violet, Red, Brown, Green, Violet, Yellow",1911,20th century,American,
5235,Frank Stella,Red River Valley,https://www.harvardartmuseums.org/collections/object/226973,male,Modern and Contemporary Art,Oil on canvas,"Green, Red, Green, Grey, Green, Grey, Red, Green, Green",1958,20th century,American,
5236,Michael Lewis,Shadows in the Garden,https://www.harvardartmuseums.org/collections/object/227070,unidentified,Modern and Contemporary Art,Oil on canvas,"Grey, Black, Grey, White",ca. 1985,20th century,American,
5237,Albert Pinkham Ryder,Golden Twilight,https://www.harvardartmuseums.org/collections/object/227127,unknown,,Oil/resin on paper glued to twill canvas glued to plain weave canvas,,19th-20th century,19th-20th century,American,
5238,Ralph Albert Blakelock,City View with Moon,https://www.harvardartmuseums.org/collections/object/227219,male,European and American Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, White, Grey",19th-20th century,19th-20th century,American,
5239,Master of 1518,The Adoration of the Magi; left panel: The Nativity; right panel: The Presentation in the Temple,https://www.harvardartmuseums.org/collections/object/227236,unknown,European and American Art,Oil on panel,"Grey, Grey, Yellow, Brown, Brown, Brown, Yellow, Brown, Green, Green",c. 1520,16th century,Netherlandish,
5240,Joachim Wtewael,A Shepherdess,https://www.harvardartmuseums.org/collections/object/227265,unknown,European and American Art,Oil on panel,"Brown, White, Brown, Brown, Yellow, Brown, Brown, Brown, Orange, Grey",c. 1623,17th century,Dutch,
5241,"Gerard David, Master of Évora, Gerard David",The Descent of the Holy Spirit,https://www.harvardartmuseums.org/collections/object/227347,"unknown, unknown, unknown",European and American Art,Oil on canvas,"Grey, Green, Brown, Green, Green, Brown, Red, Blue, Green, Blue",c. 1515,16th century,Flemish,
5242,Abbott Handerson Thayer,Angel,https://www.harvardartmuseums.org/collections/object/227484,male,European and American Art,Oil on canvas,"Brown, Brown, Yellow, Green, Yellow, Brown, Orange, Grey, Black",c. 1900-1903,20th century,American,
5243,Frederick John Mulhaupt,Barges on the Seine,https://www.harvardartmuseums.org/collections/object/227493,unknown,Modern and Contemporary Art,"Oil on canvas, adhered to masonite","Grey, Grey, Grey, Grey, Grey, Grey, Grey, Black, Grey, White",1906,20th century,American,
5244,Giovanni Battista Viola,Landscape with Tobias and the Angel,https://www.harvardartmuseums.org/collections/object/227512,unknown,European and American Art,Oil on panel,"Brown, Green, Green, Green, Blue, Green, Brown, Green, Yellow, Red",c. 1620-1622,17th century,"Italian, Roman",
5245,Edward Estlin Cummings,Rebecca Clarke Cummings (Mrs. Edward Cummings) (1860-1947),https://www.harvardartmuseums.org/collections/object/227545,male,Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Black, Grey, White",1934,19th-20th century,American,
5246,Pablo Ruiz Picasso,Woman in Blue,https://www.harvardartmuseums.org/collections/object/227565,male,Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Blue, Blue, Grey, Grey, Grey, Grey, Blue, Grey",1949,20th century,Spanish,
5247,Paul Rotterdam,Substance 240,https://www.harvardartmuseums.org/collections/object/227592,male,Modern and Contemporary Art,Acrylic and oil on cotton duck on a complex stretcher w/four sections w/two stri,"Grey, Grey, Grey, Grey, Grey, Grey, Black, Grey, White, Grey",1975,20th century,American,
5248,William Formby Halsall,"Camden Harbor, Maine",https://www.harvardartmuseums.org/collections/object/227593,unknown,European and American Art,Oil on canvas,"Yellow, Grey, Grey, Green, Grey, Brown, Grey, Green, Brown, Brown",c. 1898,19th-20th century,American,
5250,"Unidentified Artist, Anne Vallayer-Coster, Thomas-Germain-Joseph Duvivier",Still Life with a Statuette of the Borghese Warrior and Attributes of the Arts,https://www.harvardartmuseums.org/collections/object/227615,"unknown, unknown, unknown",European and American Art,Oil on canvas,"Black, Grey, Grey, Grey, White",18th century,18th century,French,
5251,Hans Hartung,T 56-12,https://www.harvardartmuseums.org/collections/object/227644,male,Modern and Contemporary Art,Oil on canvas,"Grey, Brown, Black, Brown, Brown, Brown, Yellow, Yellow, Brown",1956,20th century,French,
5252,Rembrandt Harmensz. van Rijn,Portrait of an Old Man,https://www.harvardartmuseums.org/collections/object/227666,male,European and American Art,Oil on canvas,"Grey, Brown, Brown, Orange, Brown, Yellow, Yellow",c. 1650-1655,17th century,Dutch,
5253,Pierre-Auguste Renoir,Portrait of a Young Woman,https://www.harvardartmuseums.org/collections/object/227725,male,European and American Art,Oil on canvas,,19th-20th century,19th-20th century,French,
5254,"Frederic Remington, Frederic Remington",Plains Pony,https://www.harvardartmuseums.org/collections/object/227752,"unknown, unknown",European and American Art,Oil on cardboard,"Brown, Green, Brown, Black, Yellow, Yellow, Yellow, Yellow, Green, Yellow",19th-20th century,19th-20th century,American,
5255,Jan van Goyen,Harbor Scene with a Watchtower and Beacon,https://www.harvardartmuseums.org/collections/object/227791,male,European and American Art,Oil on canvas,"Green, Green, Green, Brown, Grey, Green, Green, Orange, Yellow, Green",1636,17th century,Dutch,
5256,"Job Berckheyde, Gerrit Adriaensz Berckheyde","The Nieuwmarkt, Amsterdam",https://www.harvardartmuseums.org/collections/object/227792,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey",17th century,17th century,Dutch,
5257,Sir Joshua Reynolds,Lady Louisa Conolly,https://www.harvardartmuseums.org/collections/object/227799,male,European and American Art,Oil on canvas,"Brown, Grey, Green, Brown, Yellow, Brown, Brown",1775,18th century,British,
5259,Henry Berne,George Washington  (1732-1799),https://www.harvardartmuseums.org/collections/object/227807,unknown,European and American Art,Oil on ivory,"Grey, Black, Grey, Grey, White",1732-1799,18th century,British,
5261,Eastman Johnson,William Hayes Fogg (1817-1884),https://www.harvardartmuseums.org/collections/object/227842,male,European and American Art,Oil on canvas,"Grey, Brown, Yellow, Orange, Brown, Brown, Orange, Yellow, Green, Red",1887,19th century,American,
5262,"Rembrandt Harmensz. van Rijn, Rembrandt Harmensz. van Rijn, Rembrandt Harmensz. van Rijn",Rembrandt Harmensz van Rijn (1606-1669),https://www.harvardartmuseums.org/collections/object/227853,"male, male, male",European and American Art,Oil on canvas,"Grey, Brown, Brown, Orange, Yellow",17th century,17th century,Dutch,
5263,Franz Kline,High Street,https://www.harvardartmuseums.org/collections/object/227867,male,Modern and Contemporary Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey, Grey",1950,20th century,American,
5264,"Unidentified Artist, Giovanni Battista Pittoni, the Younger",Bacchus and Ariadne,https://www.harvardartmuseums.org/collections/object/227874,"unknown, unknown",European and American Art,Oil on canvas,"Grey, Grey, Grey, Grey, Grey, Grey, Black, Grey, White",17th-18th centuries?,17th-18th century,Italian,
5265,Rufino Tamayo,Man Searching the Heavens,https://www.harvardartmuseums.org/collections/object/227875,male,Modern and Contemporary Art,Oil on canvas,"Grey, Violet, Blue, Blue, Grey, Blue, Blue, Blue, Green, Black",1949,20th century,Mexican,
